"Contig_number","Mapped_Reads_Number"
"NODE_8382_length_1971_cov_2.985908||lt2gene",64
"NODE_12903_length_1482_cov_4.824107||full",78
"NODE_12031_length_1553_cov_2.667557||full",59
"NODE_9127_length_1856_cov_11.028318||full",306
"NODE_22850_length_1044_cov_3.130435||full",68
"NODE_8450_length_1959_cov_2.490546||lt2gene",74
"NODE_7732_length_2080_cov_3.053827||full",68
"NODE_16600_length_1266_cov_3.302230||full",52
"NODE_7917_length_2045_cov_4.382915||full",93
"NODE_116_length_23329_cov_26.241084||full",6460
"NODE_12012_length_1554_cov_4.118746||full",78
"NODE_9161_length_1852_cov_6.214802||full",125
"NODE_10578_length_1689_cov_2.313341||full",40
"NODE_2420_length_4792_cov_13.551404||full",747
"NODE_18228_length_1196_cov_2.226117||lt2gene",45
"NODE_20186_length_1126_cov_2.668534||lt2gene",36
"NODE_1539_length_6468_cov_4.216591||full",293
"NODE_9194_length_1848_cov_4.113218||full",132
"NODE_23440_length_1029_cov_1.767967||full",20
"NODE_9969_length_1754_cov_2.226015||full",81
"NODE_4200_length_3238_cov_3.793277||full",136
"NODE_10277_length_1722_cov_2.366527||full",131
"NODE_11648_length_1584_cov_7.054284||full",481
"NODE_10379_length_1712_cov_2.787568||full",49
"NODE_10387_length_1711_cov_1.664855||full",62
"NODE_17648_length_1218_cov_3.962167||lt2gene",51
"NODE_6682_length_2303_cov_6.997776||full",196
"NODE_14609_length_1369_cov_2.608828||full",55
"NODE_9185_length_1849_cov_3.620959||full",112
"NODE_6395_length_2374_cov_16.299698||full",309
"NODE_21511_length_1085_cov_3.504854||full",45
"NODE_23962_length_1015_cov_2.081250||full",17
"NODE_9411_length_1822_cov_2.415959||lt2gene",65
"NODE_20523_length_1115_cov_3.550000||lt2gene",49
"NODE_12935_length_1479_cov_4.231039||full",76
"NODE_21734_length_1078_cov_2.627566||full",34
"NODE_12176_length_1539_cov_2.297844||full",39
"NODE_16011_length_1293_cov_2.558966||full",35
"NODE_57_length_28701_cov_14.751937||0_partial_1",1929
"NODE_1496_length_6572_cov_14.048795||full",958
"NODE_4182_length_3246_cov_3.989658||full",257
"NODE_7870_length_2054_cov_3.200600||full",123
"NODE_4254_length_3212_cov_8.805512||full",353
"NODE_13115_length_1466_cov_4.347271||full",64
"NODE_5270_length_2756_cov_2.773047||full",79
"NODE_14518_length_1374_cov_2.293404||full",42
"NODE_11729_length_1577_cov_3.009198||full",80
"NODE_15630_length_1313_cov_1.778219||full",54
"NODE_21115_length_1097_cov_2.302303||full",25
"NODE_16662_length_1264_cov_2.408602||lt2gene",33
"NODE_891_length_9055_cov_36.822889||full",3521
"NODE_15657_length_1311_cov_5.137739||full",89
"NODE_670_length_10672_cov_7.871056||full",936
"NODE_4852_length_2927_cov_9.613858||full",348
"NODE_14896_length_1351_cov_10.222222||full",129
"NODE_23460_length_1028_cov_2.653649||lt2gene",33
"NODE_18443_length_1188_cov_3.917034||lt2gene",56
"NODE_2549_length_4632_cov_4.999563||full",260
"NODE_11222_length_1624_cov_2.409178||full",58
"NODE_15407_length_1324_cov_3.661151||full",58
"NODE_1267_length_7291_cov_4.384190||full",347
"NODE_22328_length_1059_cov_3.026892||full",55
"NODE_2339_length_4914_cov_3.986005||full",225
"NODE_22456_length_1055_cov_3.173000||full",122
"NODE_6043_length_2472_cov_6.006620||full",194
"NODE_24502_length_1001_cov_2.645877||full",27
"NODE_6456_length_2359_cov_2.854601||full",75
"NODE_22385_length_1058_cov_1.581256||lt2gene",21
"NODE_24240_length_1008_cov_2.438615||full",29
"NODE_13617_length_1432_cov_2.700799||full",47
"NODE_16290_length_1281_cov_2.006525||full",33
"NODE_3914_length_3402_cov_7.706304||full",328
"NODE_1436_length_6749_cov_6.716463||full",548
"NODE_7981_length_2034_cov_4.827691||lt2gene",138
"NODE_14302_length_1388_cov_9.702926||full",135
"NODE_22380_length_1058_cov_1.898305||lt2gene",24
"NODE_20468_length_1117_cov_2.875706||lt2gene",51
"NODE_15068_length_1342_cov_2.759907||full",37
"NODE_661_length_10803_cov_6.044380||full",824
"NODE_14729_length_1362_cov_2.338944||full",58
"NODE_3302_length_3842_cov_34.055981||full",1371
"NODE_5434_length_2691_cov_20.682853||full",585
"NODE_3285_length_3857_cov_2.883219||full",132
"NODE_11377_length_1608_cov_5.166130||full",177
"NODE_4579_length_3046_cov_4.390839||full",149
"NODE_9806_length_1774_cov_2.485748||full",55
"NODE_17040_length_1246_cov_3.465995||full",29
"NODE_10211_length_1730_cov_2.777313||full",47
"NODE_19604_length_1146_cov_2.007333||full",23
"NODE_21066_length_1099_cov_2.191571||full",23
"NODE_18938_length_1170_cov_2.187444||full",32
"NODE_196_length_19569_cov_21.907400||full",4893
"NODE_17966_length_1206_cov_2.364031||full",63
"NODE_3468_length_3696_cov_35.341390||full",1356
"NODE_6142_length_2445_cov_4.753138||full",125
"NODE_7754_length_2076_cov_9.515092||full",203
"NODE_10697_length_1674_cov_3.363805||full",61
"NODE_5017_length_2854_cov_3.125759||full",182
"NODE_2372_length_4860_cov_6.134860||full",332
"NODE_14536_length_1373_cov_2.292109||full",60
"NODE_6245_length_2417_cov_3.185013||full",87
"NODE_6940_length_2246_cov_3.378822||full",88
"NODE_14041_length_1405_cov_2.276296||full",28
"NODE_14588_length_1370_cov_2.979468||full",52
"NODE_15239_length_1334_cov_2.113370||full",28
"NODE_23258_length_1033_cov_2.321063||lt2gene",38
"NODE_1112_length_7856_cov_37.335085||full",2989
"NODE_14950_length_1348_cov_12.360402||full",171
"NODE_10186_length_1732_cov_2.790101||full",53
"NODE_17112_length_1244_cov_2.084945||full",26
"NODE_1420_length_6791_cov_64.857037||full",2539
"NODE_8158_length_2008_cov_5.522785||full",126
"NODE_4012_length_3337_cov_5.974406||full",438
"NODE_10129_length_1738_cov_2.390969||full",43
"NODE_24466_length_1002_cov_2.315734||full",46
"NODE_7_length_52177_cov_7.598960||full",4284
"NODE_7988_length_2033_cov_8.250758||lt2gene",191
"NODE_7074_length_2215_cov_3.530556||full",152
"NODE_11803_length_1571_cov_2.777704||lt2gene",55
"NODE_16034_length_1292_cov_2.526273||full",34
"NODE_23142_length_1037_cov_2.085540||full",33
"NODE_10348_length_1715_cov_2.371084||full",41
"NODE_2071_length_5340_cov_4.925071||full",275
"NODE_4043_length_3317_cov_25.079093||full",882
"NODE_6089_length_2459_cov_3.536190||full",173
"NODE_11700_length_1580_cov_2.376393||full",38
"NODE_14448_length_1379_cov_2.590634||full",48
"NODE_17902_length_1208_cov_2.723330||full",74
"NODE_22595_length_1051_cov_3.031124||full",34
"NODE_13316_length_1452_cov_3.046528||full",52
"NODE_11170_length_1628_cov_4.638271||full",78
"NODE_20383_length_1120_cov_2.486385||full",38
"NODE_18923_length_1170_cov_3.526457||full",42
"NODE_22768_length_1046_cov_3.762866||full",60
"NODE_22147_length_1064_cov_5.630327||full",62
"NODE_1920_length_5594_cov_11.489258||full",700
"NODE_12837_length_1486_cov_3.949686||full",79
"NODE_2233_length_5077_cov_4.642772||full",251
"NODE_18125_length_1199_cov_3.322552||full",85
"NODE_13211_length_1460_cov_2.461210||full",37
"NODE_14373_length_1384_cov_1.464259||full",25
"NODE_5761_length_2572_cov_2.898689||full",90
"NODE_18658_length_1181_cov_1.719361||full",30
"NODE_16261_length_1282_cov_3.365118||lt2gene",133
"NODE_2024_length_5414_cov_25.903900||full",1444
"NODE_10081_length_1742_cov_2.953764||full",62
"NODE_19656_length_1144_cov_2.433425||full",35
"NODE_14994_length_1346_cov_4.062742||full",77
"NODE_3182_length_3944_cov_2.983286||full",122
"NODE_24196_length_1009_cov_2.587002||full",18
"NODE_12637_length_1500_cov_2.847059||full",43
"NODE_1321_length_7087_cov_24.862628||full",1891
"NODE_2954_length_4160_cov_3.932034||full",174
"NODE_7768_length_2074_cov_2.674096||full",100
"NODE_7177_length_2196_cov_17.118636||full",388
"NODE_19060_length_1165_cov_2.901802||full_1",20
"NODE_8963_length_1881_cov_2.733844||full",56
"NODE_17947_length_1206_cov_5.004344||full",66
"NODE_23924_length_1016_cov_1.884495||full",19
"NODE_11404_length_1606_cov_1.925210||full",37
"NODE_16132_length_1288_cov_2.999189||lt2gene",63
"NODE_19615_length_1145_cov_3.345872||lt2gene",40
"NODE_16000_length_1293_cov_3.488691||full",99
"NODE_11107_length_1636_cov_1.979760||full",33
"NODE_13022_length_1473_cov_2.447814||lt2gene",38
"NODE_19369_length_1154_cov_2.404004||lt2gene",30
"NODE_18778_length_1176_cov_2.007136||full",30
"NODE_1590_length_6326_cov_7.850901||full",553
"NODE_5551_length_2639_cov_9.705108||full",277
"NODE_7128_length_2206_cov_2.829847||full",63
"NODE_22140_length_1065_cov_1.996040||full",80
"NODE_18781_length_1176_cov_1.579839||lt2gene",36
"NODE_10418_length_1707_cov_6.221550||full",131
"NODE_22245_length_1061_cov_3.528827||full",32
"NODE_24232_length_1008_cov_2.706191||lt2gene",29
"NODE_9452_length_1817_cov_3.104427||full",73
"NODE_22966_length_1041_cov_3.596349||lt2gene",43
"NODE_6239_length_2419_cov_2.135787||full",90
"NODE_522_length_12634_cov_60.786788||full",8259
"NODE_2083_length_5329_cov_21.946151||full_1",576
"NODE_3308_length_3837_cov_6.445267||full",295
"NODE_9139_length_1855_cov_4.710556||full",94
"NODE_21836_length_1075_cov_2.424510||full",64
"NODE_8602_length_1937_cov_7.037194||full",162
"NODE_23658_length_1023_cov_1.983471||full",24
"NODE_14450_length_1379_cov_2.058912||lt2gene",31
"NODE_4633_length_3026_cov_3.864019||full",147
"NODE_2366_length_4866_cov_4.052796||full",311
"NODE_12467_length_1514_cov_2.244003||full",137
"NODE_4930_length_2897_cov_3.289233||full",150
"NODE_18773_length_1176_cov_3.012489||lt2gene",105
"NODE_7596_length_2105_cov_4.960976||full",107
"NODE_18603_length_1183_cov_2.741135||full",36
"NODE_21562_length_1084_cov_2.332362||lt2gene",25
"NODE_10575_length_1689_cov_2.377601||full",47
"NODE_114_length_23383_cov_15.181927||full",3876
"NODE_21629_length_1081_cov_21.890838||full",429
"NODE_569_length_12000_cov_4.957472||full",666
"NODE_7880_length_2052_cov_3.085128||full",86
"NODE_20275_length_1123_cov_2.372659||full",27
"NODE_10253_length_1725_cov_3.553892||full",73
"NODE_14423_length_1381_cov_2.047511||full",32
"NODE_852_length_9315_cov_11.074406||full",1242
"NODE_14564_length_1371_cov_3.301672||full",63
"NODE_21878_length_1073_cov_20.027505||full",438
"NODE_7649_length_2094_cov_3.867582||full",155
"NODE_7190_length_2195_cov_2.637383||full",61
"NODE_8860_length_1894_cov_4.196846||full",108
"NODE_16928_length_1252_cov_2.967419||full",44
"NODE_5547_length_2640_cov_4.260348||full",118
"NODE_5656_length_2603_cov_2.208791||full",72
"NODE_20667_length_1111_cov_2.454545||full",27
"NODE_23648_length_1023_cov_2.637397||full",32
"NODE_3047_length_4073_cov_3.673718||full",197
"NODE_19871_length_1137_cov_2.661738||lt2gene",32
"NODE_11581_length_1591_cov_2.361328||full",39
"NODE_19199_length_1160_cov_2.071493||full",33
"NODE_23799_length_1019_cov_2.490664||full",38
"NODE_15002_length_1346_cov_2.156468||full",29
"NODE_14195_length_1395_cov_1.976119||full",34
"NODE_7075_length_2215_cov_2.552315||full",62
"NODE_5757_length_2574_cov_3.207622||full",219
"NODE_21699_length_1080_cov_1.311220||full",12
"NODE_5459_length_2677_cov_3.372235||full",119
"NODE_14608_length_1369_cov_2.668189||full",74
"NODE_11232_length_1623_cov_2.512117||full",56
"NODE_12318_length_1526_cov_2.329708||full",41
"NODE_754_length_9935_cov_5.444433||full",580
"NODE_1554_length_6415_cov_4.703145||full",342
"NODE_10662_length_1677_cov_13.693588||full",232
"NODE_7285_length_2173_cov_4.322946||full",260
"NODE_3936_length_3388_cov_5.013201||full",178
"NODE_8088_length_2020_cov_3.259033||full",72
"NODE_5289_length_2750_cov_3.353618||full",97
"NODE_3350_length_3800_cov_3.089720||full",123
"NODE_20539_length_1115_cov_2.480189||full",48
"NODE_16498_length_1271_cov_2.921053||full",35
"NODE_8292_length_1986_cov_3.753496||full",95
"NODE_6434_length_2363_cov_26.886049||full",1077
"NODE_6514_length_2343_cov_6.455420||full",231
"NODE_7132_length_2206_cov_2.351464||full",85
"NODE_19699_length_1143_cov_1.768382||full",22
"NODE_17292_length_1235_cov_3.172881||full",41
"NODE_8109_length_2017_cov_4.284404||full",90
"NODE_20138_length_1127_cov_3.181903||full",55
"NODE_10829_length_1662_cov_2.879278||full",60
"NODE_14298_length_1389_cov_1.895802||full",9
"NODE_21492_length_1086_cov_2.497575||full",27
"NODE_14062_length_1404_cov_2.241660||full",48
"NODE_11287_length_1618_cov_2.395393||full",55
"NODE_10608_length_1684_cov_3.123389||full",53
"NODE_16860_length_1255_cov_2.870833||lt2gene",63
"NODE_1853_length_5725_cov_5.389242||full",311
"NODE_18229_length_1196_cov_2.144610||full",33
"NODE_21323_length_1090_cov_28.828019||full",332
"NODE_24467_length_1002_cov_2.090813||lt2gene",33
"NODE_10312_length_1718_cov_2.368611||full",58
"NODE_20078_length_1129_cov_3.633147||full",42
"NODE_3940_length_3384_cov_33.342746||full",1721
"NODE_23006_length_1040_cov_3.216244||lt2gene",33
"NODE_16742_length_1260_cov_3.224066||full",44
"NODE_7106_length_2210_cov_2.338283||full",41
"NODE_7146_length_2203_cov_4.354283||full",95
"NODE_3522_length_3659_cov_3.897336||full",202
"NODE_22376_length_1058_cov_2.100698||lt2gene",22
"NODE_18993_length_1168_cov_2.375562||full",37
"NODE_6551_length_2336_cov_2.786059||full",81
"NODE_22686_length_1049_cov_1.835010||full",22
"NODE_7527_length_2120_cov_2.950605||lt2gene",101
"NODE_4094_length_3289_cov_6.619666||full",256
"NODE_12047_length_1551_cov_4.500000||full",121
"NODE_1931_length_5569_cov_4.350925||full",336
"NODE_19472_length_1150_cov_2.453881||lt2gene",64
"NODE_5221_length_2777_cov_3.613887||full",125
"NODE_11982_length_1557_cov_2.904128||full",53
"NODE_22060_length_1068_cov_1.694965||full",38
"NODE_18617_length_1183_cov_1.877660||lt2gene",27
"NODE_9847_length_1768_cov_7.838295||full",213
"NODE_5025_length_2851_cov_12.042203||full",495
"NODE_7541_length_2118_cov_2.466311||full",47
"NODE_18128_length_1199_cov_3.073427||full",60
"NODE_18442_length_1188_cov_3.950574||full",85
"NODE_23582_length_1025_cov_2.622680||lt2gene",27
"NODE_14185_length_1395_cov_5.167910||full",151
"NODE_15950_length_1296_cov_2.489122||full",39
"NODE_10854_length_1659_cov_1.971322||full",38
"NODE_11128_length_1633_cov_4.420152||full",83
"NODE_13477_length_1442_cov_2.207642||full",35
"NODE_14180_length_1396_cov_1.779269||full",22
"NODE_8175_length_2006_cov_2.214249||full",399
"NODE_3281_length_3864_cov_3.960882||full",214
"NODE_13192_length_1461_cov_18.147226||full",402
"NODE_15595_length_1314_cov_3.405878||full",67
"NODE_23925_length_1016_cov_1.816857||lt2gene",19
"NODE_1508_length_6547_cov_12.478897||full",857
"NODE_824_length_9471_cov_6.267842||full",814
"NODE_3409_length_3752_cov_10.410333||full_1",280
"NODE_9140_length_1855_cov_3.309444||full",71
"NODE_4321_length_3178_cov_3.166186||full",95
"NODE_15583_length_1315_cov_1.997619||full",27
"NODE_19338_length_1155_cov_2.019091||full",37
"NODE_11229_length_1623_cov_3.931122||full",119
"NODE_11259_length_1620_cov_3.431310||full",71
"NODE_9370_length_1826_cov_3.608696||full",73
"NODE_17574_length_1222_cov_2.622108||full",42
"NODE_7229_length_2186_cov_4.276396||full",91
"NODE_13235_length_1458_cov_2.766928||full",45
"NODE_17946_length_1206_cov_5.367507||full",87
"NODE_921_length_8848_cov_5.306153||full",512
"NODE_20350_length_1121_cov_2.400563||full",29
"NODE_14879_length_1353_cov_2.144838||full",23
"NODE_5205_length_2783_cov_3.375733||full",118
"NODE_14590_length_1370_cov_2.733840||full",47
"NODE_9722_length_1786_cov_2.056615||full",42
"NODE_3017_length_4104_cov_4.919733||full",1007
"NODE_1037_length_8179_cov_8.534589||full",868
"NODE_21944_length_1071_cov_5.543307||full",67
"NODE_8898_length_1889_cov_3.066521||full",94
"NODE_8228_length_1996_cov_2.387429||full",72
"NODE_9898_length_1763_cov_3.413349||full",61
"NODE_5450_length_2682_cov_2.990864||full",69
"NODE_4929_length_2897_cov_5.213582||lt2gene",174
"NODE_13776_length_1421_cov_2.779649||full",67
"NODE_18006_length_1204_cov_2.222802||full",37
"NODE_20235_length_1124_cov_3.137512||full",45
"NODE_9467_length_1815_cov_3.750000||full",70
"NODE_11822_length_1569_cov_2.599736||lt2gene",41
"NODE_863_length_9261_cov_5.871605||full_1",403
"NODE_44_length_31904_cov_12.533643||full",4198
"NODE_33_length_34611_cov_10.712004||full",3936
"NODE_4402_length_3143_cov_9.119171||lt2gene",325
"NODE_1169_length_7605_cov_4.035762||full",337
"NODE_10864_length_1657_cov_13.991885||full",250
"NODE_21031_length_1100_cov_1.878469||full",32
"NODE_22331_length_1059_cov_2.799801||full",46
"NODE_19085_length_1164_cov_2.746619||lt2gene",46
"NODE_12040_length_1552_cov_2.821643||full",40
"NODE_17611_length_1220_cov_31.591416||full",394
"NODE_21336_length_1090_cov_2.975845||full",59
"NODE_16489_length_1271_cov_5.221217||lt2gene",362
"NODE_17627_length_1219_cov_6.904639||full",149
"NODE_3515_length_3663_cov_4.927106||full",191
"NODE_20063_length_1130_cov_2.053953||full",23
"NODE_255_length_17643_cov_5.972936||full",1117
"NODE_5162_length_2797_cov_5.287746||full",220
"NODE_14377_length_1383_cov_4.327560||full",66
"NODE_9610_length_1798_cov_2.588640||full",50
"NODE_4957_length_2886_cov_3.458495||full",126
"NODE_10047_length_1746_cov_2.895328||full",39
"NODE_1882_length_5678_cov_4.775920||full_1",235
"NODE_17968_length_1206_cov_1.812337||full",61
"NODE_17189_length_1240_cov_2.566245||lt2gene",38
"NODE_20886_length_1104_cov_3.294566||lt2gene",36
"NODE_22788_length_1046_cov_2.261352||full",35
"NODE_17852_length_1210_cov_1.539394||full",19
"NODE_8703_length_1920_cov_15.114745||full",323
"NODE_15081_length_1341_cov_10.400467||full",140
"NODE_7693_length_2086_cov_2.956179||full",105
"NODE_10802_length_1664_cov_10.272840||full",300
"NODE_9100_length_1861_cov_2.099668||full",41
"NODE_23900_length_1017_cov_1.243243||full",15
"NODE_11188_length_1627_cov_2.282443||lt2gene",46
"NODE_673_length_10660_cov_27.697313||full",3179
"NODE_13002_length_1474_cov_3.507400||full",54
"NODE_4686_length_2998_cov_3.449881||full",93
"NODE_5840_length_2538_cov_8.158679||full",243
"NODE_14021_length_1406_cov_2.521095||full",61
"NODE_14250_length_1391_cov_3.639222||full",55
"NODE_11353_length_1611_cov_2.012211||lt2gene",35
"NODE_14934_length_1349_cov_4.795981||full",54
"NODE_21155_length_1096_cov_1.323727||lt2gene",20
"NODE_17173_length_1241_cov_1.456998||full",20
"NODE_12681_length_1497_cov_4.406380||full",170
"NODE_19717_length_1142_cov_3.390064||full",92
"NODE_18588_length_1184_cov_1.261293||full",21
"NODE_18386_length_1190_cov_3.100441||full",42
"NODE_18712_length_1179_cov_1.879893||full",36
"NODE_9056_length_1867_cov_12.816777||lt2gene",480
"NODE_13216_length_1459_cov_7.529202||lt2gene",125
"NODE_10321_length_1717_cov_4.109507||full",106
"NODE_8427_length_1963_cov_5.223795||full",103
"NODE_681_length_10576_cov_6.489972||full",852
"NODE_13210_length_1460_cov_2.528114||full",39
"NODE_9558_length_1804_cov_4.213265||full",69
"NODE_13605_length_1433_cov_4.100145||full",48
"NODE_23961_length_1015_cov_2.155208||lt2gene",28
"NODE_23546_length_1026_cov_2.919670||full",39
"NODE_19007_length_1167_cov_4.383094||full",54
"NODE_12469_length_1514_cov_2.091158||full",36
"NODE_5119_length_2814_cov_22.927872||full",646
"NODE_3413_length_3746_cov_36.133568||full",1504
"NODE_3627_length_3591_cov_26.748869||full",1023
"NODE_8950_length_1882_cov_7.152709||full",142
"NODE_4874_length_2919_cov_2.173184||full",67
"NODE_12265_length_1530_cov_4.547119||full",100
"NODE_10678_length_1676_cov_3.096237||full",53
"NODE_3321_length_3826_cov_4.293556||full",169
"NODE_16_length_43680_cov_49.589318||full",22657
"NODE_327_length_15624_cov_55.667866||full",9106
"NODE_971_length_8570_cov_5.196829||full",533
"NODE_17548_length_1223_cov_2.810788||full",44
"NODE_6461_length_2357_cov_30.154648||full",869
"NODE_966_length_8604_cov_4.226927||full",380
"NODE_13081_length_1469_cov_2.283593||lt2gene",35
"NODE_5388_length_2709_cov_4.271665||full",158
"NODE_22157_length_1064_cov_3.139742||full",38
